protein_name,dengue
WFP46114.1,dengue virus type 1
WJZ46821.1,dengue virus type 1
QHF19289.1,dengue virus type 1
WJZ46868.1,dengue virus type 1
ACL99150.1,dengue virus type 1
QHD26342.1,dengue virus type 1
QTX92667.1,dengue virus type 1
WVN40391.1,dengue virus type 1
QIC53524.1,dengue virus type 1
WHS27017.1,dengue virus type 1
AEA50934.1,dengue virus type 1
QPK41395.1,dengue virus type 1
QHD26450.1,dengue virus type 1
ACW82945.1,dengue virus type 1
ACA48706.1,dengue virus type 1
ACJ04249.1,dengue virus type 1
QTX92669.1,dengue virus type 1
WHS26819.1,dengue virus type 1
XPF60104.1,dengue virus type 1
XLZ97080.1,dengue virus type 1
QTX92420.1,dengue virus type 1
WJZ46831.1,dengue virus type 1
USO35516.1,dengue virus type 1
URK21467.1,dengue virus type 1
ACY70684.1,dengue virus type 1
WJZ47291.1,dengue virus type 1
XPF60127.1,dengue virus type 1
ACJ04285.1,dengue virus type 1
WZC42118.1,dengue virus type 1
CDF77358.1,dengue virus type 1
ACW82953.1,dengue virus type 1
XPF59976.1,dengue virus type 1
QTX92588.1,dengue virus type 1
WKC20949.1,dengue virus type 1
XQT73526.1,dengue virus type 1
XIF04098.1,dengue virus type 1
QTX92632.1,dengue virus type 1
YAV87608.1,dengue virus type 1
ACA49059.1,dengue virus type 1
WKC20908.1,dengue virus type 1
QPB40129.1,dengue virus type 1
AHG06308.1,dengue virus type 1
ACY70685.1,dengue virus type 1
ACY70656.1,dengue virus type 1
XLZ97007.1,dengue virus type 1
WHS04867.1,dengue virus type 1
ACH61746.1,dengue virus type 1
YBQ70458.1,dengue virus type 1
QTX92659.1,dengue virus type 1
QHD26347.1,dengue virus type 1
AQV12304.1,dengue virus type 1
QHD26429.1,dengue virus type 1
QHE24261.1,dengue virus type 1
WPV88489.1,dengue virus type 1
XUH89045.1,dengue virus type 1
WCD38809.1,dengue virus type 1
AHG23182.1,dengue virus type 1
XPF60032.1,dengue virus type 1
ACY70598.1,dengue virus type 1
ACW82899.1,dengue virus type 1
QPK41414.1,dengue virus type 1
AQV12345.1,dengue virus type 1
ACJ04222.1,dengue virus type 1
WRW12826.1,dengue virus type 1
UUG60965.1,dengue virus type 1
ACS31947.1,dengue virus type 1
XUH89058.1,dengue virus type 1
YBK89157.1,dengue virus type 1
AHI43746.1,dengue virus type 1
QHE24263.1,dengue virus type 1
UIZ00660.1,dengue virus type 1
YBQ70469.1,dengue virus type 1
QPK41404.1,dengue virus type 1
QIC53526.1,dengue virus type 1
WEG68661.1,dengue virus type 1
ACH61744.1,dengue virus type 1
WJZ47216.1,dengue virus type 1
XPF59688.1,dengue virus type 1
WHS26821.1,dengue virus type 1
UNN65461.1,dengue virus type 1
QFS19149.1,dengue virus type 1
QDG00694.1,dengue virus type 1
WNJ63339.1,dengue virus type 1
XXL24464.1,dengue virus type 1
ACY70736.1,dengue virus type 1
AYP74660.1,dengue virus type 1
ACL99012.1,dengue virus type 1
AHF45716.1,dengue virus type 1
AHG06326.1,dengue virus type 1
BAN63087.1,dengue virus type 1
AAW28113.1,dengue virus type 1
QXX05306.1,dengue virus type 1
XPF59850.1,dengue virus type 1
WLD55588.1,dengue virus type 1
XPF59672.1,dengue virus type 1
ACY70716.1,dengue virus type 1
ACA48983.1,dengue virus type 1
WCD38811.1,dengue virus type 1
ACY70820.1,dengue virus type 1
AHG06313.1,dengue virus type 1
XPF59915.1,dengue virus type 1
AUZ41752.1,dengue virus type 1
WGD00808.1,dengue virus type 1
AQV12255.1,dengue virus type 1
ACY70730.1,dengue virus type 1
XPF59952.1,dengue virus type 1
UPY82049.1,dengue virus type 1
YBQ70453.1,dengue virus type 1
ACY70670.1,dengue virus type 1
QPD98775.1,dengue virus type 1
XPF60124.1,dengue virus type 1
WJZ47192.1,dengue virus type 1
WYF20621.1,dengue virus type 1
XPF60113.1,dengue virus type 1
QHD26411.1,dengue virus type 1
QMW69344.1,dengue virus type 1
XPF60184.1,dengue virus type 1
WKC20914.1,dengue virus type 1
WPV88492.1,dengue virus type 1
QTX92585.1,dengue virus type 1
QHD26415.1,dengue virus type 1
WJZ46793.1,dengue virus type 1
WHS04844.1,dengue virus type 1
QPK41406.1,dengue virus type 1
WFP46144.1,dengue virus type 1
USW91913.1,dengue virus type 1
ACY70576.1,dengue virus type 1
QTX92734.1,dengue virus type 1
AQV12342.1,dengue virus type 1
QTX92731.1,dengue virus type 1
QTX92407.1,dengue virus type 1
WCZ55167.2,dengue virus type 1
WYF20613.1,dengue virus type 1
WJJ08368.1,dengue virus type 1
ACJ04299.1,dengue virus type 1
ACE63539.1,dengue virus type 1
XPF59967.1,dengue virus type 1
WMS77793.1,dengue virus type 1
WHS04900.1,dengue virus type 1
QTX92760.1,dengue virus type 1
ACI15881.1,dengue virus type 1
ACD13381.1,dengue virus type 1
AHC98426.1,dengue virus type 1
AEX65546.1,dengue virus type 1
WER06546.1,dengue virus type 1
AYP74656.1,dengue virus type 1
URK26113.1,dengue virus type 1
XKF17060.1,dengue virus type 1
BBB18823.1,dengue virus type 1
WCZ55305.2,dengue virus type 1
QTX92881.1,dengue virus type 1
QTX92686.1,dengue virus type 1
WKC20871.1,dengue virus type 1
WMY87884.1,dengue virus type 1
WYF20582.1,dengue virus type 1
QNL13515.1,dengue virus type 1
WAU46407.1,dengue virus type 1
ACA48772.1,dengue virus type 1
AJQ21339.2,dengue virus type 1
WCZ55280.2,dengue virus type 1
QIC53517.1,dengue virus type 1
YBG70330.1,dengue virus type 1
XLZ97062.1,dengue virus type 1
WVN40523.1,dengue virus type 1
XQH47498.1,dengue virus type 1
AWV55219.1,dengue virus type 1
WJZ46803.1,dengue virus type 1
WFP46148.1,dengue virus type 1
WYF20607.1,dengue virus type 1
ACQ44356.1,dengue virus type 1
ACQ44374.1,dengue virus type 1
AQV12210.1,dengue virus type 1
ACJ04326.1,dengue virus type 1
XLZ97032.1,dengue virus type 1
WKC20793.1,dengue virus type 1
ACJ04306.1,dengue virus type 1
WJZ46951.1,dengue virus type 1
XPF60162.1,dengue virus type 1
XPF59919.1,dengue virus type 1
AHG23208.1,dengue virus type 1
XPF59575.1,dengue virus type 1
QDG00697.1,dengue virus type 1
WVN40341.1,dengue virus type 1
YBP09183.1,dengue virus type 1
QIC53463.1,dengue virus type 1
WJZ47046.1,dengue virus type 1
WHS26973.1,dengue virus type 1
AQV12318.1,dengue virus type 1
AQV12191.1,dengue virus type 1
ACY70609.1,dengue virus type 1
ACL99102.1,dengue virus type 1
XTK91195.1,dengue virus type 1
WKC20876.1,dengue virus type 1
WJZ46977.1,dengue virus type 1
WKC20935.1,dengue virus type 1
WLD15634.1,dengue virus type 1
QHD26458.1,dengue virus type 1
WJZ47164.1,dengue virus type 1
QTX92455.1,dengue virus type 1
WVN40413.1,dengue virus type 1
WCZ55313.2,dengue virus type 1
ACY70741.1,dengue virus type 1
ACS31976.1,dengue virus type 1
XYW46908.1,dengue virus type 1
ADU03651.1,dengue virus type 1
ABG75759.1,dengue virus type 1
QQC97216.1,dengue virus type 1
AAN60369.1,dengue virus type 1
WJZ47200.1,dengue virus type 1
WJZ47073.1,dengue virus type 1
WJJ08483.1,dengue virus type 1
ANS59155.1,dengue virus type 1
WHS26947.1,dengue virus type 1
WJZ46881.1,dengue virus type 1
ABW82116.1,dengue virus type 1
XKF17062.1,dengue virus type 1
ACJ04314.1,dengue virus type 1
AHI43707.1,dengue virus type 1
QFS19171.1,dengue virus type 1
XPF59626.1,dengue virus type 1
YBQ70464.1,dengue virus type 1
ACH61766.1,dengue virus type 1
WKC20794.1,dengue virus type 1
QNL13547.1,dengue virus type 1
XPF59628.1,dengue virus type 1
XPF59531.1,dengue virus type 1
WCZ55348.2,dengue virus type 1
QTE20482.1,dengue virus type 1
QTX92874.1,dengue virus type 1
XUH89050.1,dengue virus type 1
XCB13512.1,dengue virus type 1
WYF20668.1,dengue virus type 1
QHD26459.1,dengue virus type 1
WDZ68212.1,dengue virus type 1
WJZ47076.1,dengue virus type 1
XPF60010.1,dengue virus type 1
WCZ55310.2,dengue virus type 1
WJJ08477.1,dengue virus type 1
AUZ41764.1,dengue virus type 1
ACJ04332.1,dengue virus type 1
XQT73510.1,dengue virus type 1
AAR05860.1,dengue virus type 1
ACQ44354.1,dengue virus type 1
ABA39233.1,dengue virus type 1
XLZ97066.1,dengue virus type 1
AQV12367.1,dengue virus type 1
QMW69348.1,dengue virus type 1
XPF59786.1,dengue virus type 1
QTX92728.1,dengue virus type 1
QTX92638.1,dengue virus type 1
UPY81995.1,dengue virus type 1
WJZ46823.1,dengue virus type 1
WJZ47299.1,dengue virus type 1
URK26127.1,dengue virus type 1
UIT12334.1,dengue virus type 1
ACY70616.1,dengue virus type 1
YBP09190.1,dengue virus type 1
UIZ00645.1,dengue virus type 1
XIF04106.1,dengue virus type 1
UNZ79670.1,dengue virus type 1
QIC53495.1,dengue virus type 1
WHS27033.1,dengue virus type 1
XPF60191.1,dengue virus type 1
WKC20854.1,dengue virus type 1
YAA48909.1,dengue virus type 1
WJZ46907.1,dengue virus type 1
WVN40493.1,dengue virus type 1
ACQ44434.1,dengue virus type 1
QTX92716.1,dengue virus type 1
AHF50483.1,dengue virus type 1
WKC20832.1,dengue virus type 1
ACY70621.1,dengue virus type 1
WKC20835.1,dengue virus type 1
QTX92773.1,dengue virus type 1
QEP41639.1,dengue virus type 1
ACQ44355.1,dengue virus type 1
ACJ04243.1,dengue virus type 1
WJZ46857.1,dengue virus type 1
WHS26980.1,dengue virus type 1
WCZ55185.1,dengue virus type 1
XPF60135.1,dengue virus type 1
XLZ97042.1,dengue virus type 1
WGD00812.1,dengue virus type 1
XPF59498.1,dengue virus type 1
WKC20877.1,dengue virus type 1
ACQ44410.1,dengue virus type 1
QIC53482.1,dengue virus type 1
ACJ04316.1,dengue virus type 1
AEX97805.2,dengue virus type 1
XPF59760.1,dengue virus type 1
BBG62297.1,dengue virus type 1
QTX92810.1,dengue virus type 1
ACJ04302.1,dengue virus type 1
ACQ44449.1,dengue virus type 1
WCZ55333.2,dengue virus type 1
YBX60308.1,dengue virus type 1
YBQ70483.1,dengue virus type 1
WJZ47230.1,dengue virus type 1
ACO06170.1,dengue virus type 1
AXI98993.1,dengue virus type 1
QMT58600.1,dengue virus type 1
XPF59637.1,dengue virus type 1
QFS19154.1,dengue virus type 1
QNL13176.1,dengue virus type 1
QIC53475.1,dengue virus type 1
WHS04872.1,dengue virus type 1
YBQ70452.1,dengue virus type 1
WVN40410.1,dengue virus type 1
QPZ88405.1,dengue virus type 1
WCZ55337.2,dengue virus type 1
XPF59699.1,dengue virus type 1
QFS19185.1,dengue virus type 1
URK26064.1,dengue virus type 1
AWV55211.1,dengue virus type 1
QTX92682.1,dengue virus type 1
AGT63069.1,dengue virus type 1
QTX92871.1,dengue virus type 1
AUZ41793.1,dengue virus type 1
ADO97105.1,dengue virus type 1
QTX92816.1,dengue virus type 1
CCG93466.1,dengue virus type 1
AET43256.1,dengue virus type 1
XLY78237.1,dengue virus type 1
QTX92409.1,dengue virus type 1
ARO78351.1,dengue virus type 1
WJZ47313.1,dengue virus type 1
AEH41455.1,dengue virus type 1
ACJ04225.1,dengue virus type 1
ACY70580.1,dengue virus type 1
WHS26858.1,dengue virus type 1
WLD15617.1,dengue virus type 1
ACD13373.1,dengue virus type 1
ACD13359.1,dengue virus type 1
WVN40489.1,dengue virus type 1
AKL81143.1,dengue virus type 1
WVN40445.1,dengue virus type 1
XXH95378.1,dengue virus type 1
AHI43752.1,dengue virus type 1
QIC53544.1,dengue virus type 1
WJZ47165.1,dengue virus type 1
QTX92827.1,dengue virus type 1
WLD15641.1,dengue virus type 1
ACW82965.1,dengue virus type 1
XPF60067.1,dengue virus type 1
AYP74659.1,dengue virus type 1
WHS26840.1,dengue virus type 1
WZP38463.1,dengue virus type 1
WMY87890.1,dengue virus type 1
ACJ04233.1,dengue virus type 1
QFS19174.1,dengue virus type 1
ACQ44350.1,dengue virus type 1
XPF60051.1,dengue virus type 1
XPF59900.1,dengue virus type 1
XPF60157.1,dengue virus type 1
ACL99017.1,dengue virus type 1
XQT73496.1,dengue virus type 1
XCI54567.1,dengue virus type 1
WMJ75687.1,dengue virus type 1
UPY82037.1,dengue virus type 1
XQT73516.1,dengue virus type 1
QTX92849.1,dengue virus type 1
QFS19224.1,dengue virus type 1
WJZ46948.1,dengue virus type 1
XPF59706.1,dengue virus type 1
UPY81994.1,dengue virus type 1
YBG70311.1,dengue virus type 1
QCZ24985.1,dengue virus type 1
WMY87886.1,dengue virus type 1
ACY70583.1,dengue virus type 1
ACY70578.1,dengue virus type 1
XLY90661.1,dengue virus type 1
ACQ44468.1,dengue virus type 1
WYF20629.1,dengue virus type 1
YBQ70418.1,dengue virus type 1
AQV12281.1,dengue virus type 1
AQV12329.1,dengue virus type 1
XLY76794.1,dengue virus type 1
WMS36550.1,dengue virus type 1
WMS77790.1,dengue virus type 1
ABW82082.1,dengue virus type 1
XLZ97065.1,dengue virus type 1
WCZ55239.1,dengue virus type 1
AXS75992.1,dengue virus type 1
AHI43702.1,dengue virus type 1
ACD13378.1,dengue virus type 1
ARO84711.1,dengue virus type 1
ACA49067.1,dengue virus type 1
XLZ97079.1,dengue virus type 1
WJZ46801.1,dengue virus type 1
WHS27019.1,dengue virus type 1
AQV12150.1,dengue virus type 1
QUD37226.1,dengue virus type 1
WCZ55298.2,dengue virus type 1
AUZ41778.1,dengue virus type 1
AQV12256.1,dengue virus type 1
QTX92493.1,dengue virus type 1
WJJ08438.1,dengue virus type 1
WDE20499.1,dengue virus type 1
XPF59493.1,dengue virus type 1
XPF59694.1,dengue virus type 1
AHG06331.1,dengue virus type 1
QHE24272.1,dengue virus type 1
WHS04878.1,dengue virus type 1
XPF60062.1,dengue virus type 1
XPF60233.1,dengue virus type 1
BBH51316.1,dengue virus type 1
QTX92406.1,dengue virus type 1
QHE24262.1,dengue virus type 1
WVN40480.1,dengue virus type 1
QTX92586.1,dengue virus type 1
UIZ00651.1,dengue virus type 1
AKL81135.1,dengue virus type 1
WKC54891.1,dengue virus type 1
QNL13555.1,dengue virus type 1
QHF19287.1,dengue virus type 1
WJZ46800.1,dengue virus type 1
QIC53527.1,dengue virus type 1
ACH61745.1,dengue virus type 1
WAU46409.1,dengue virus type 1
QXX05304.1,dengue virus type 1
WVN40540.1,dengue virus type 1
QTX92444.1,dengue virus type 1
WHS26987.1,dengue virus type 1
ACQ44346.1,dengue virus type 1
ACY70633.1,dengue virus type 1
YBP09154.1,dengue virus type 1
ABW82097.1,dengue virus type 1
ACQ44348.1,dengue virus type 1
AOE47570.1,dengue virus type 1
QUD37227.1,dengue virus type 1
BBG62301.1,dengue virus type 1
QTX92645.1,dengue virus type 1
AQV12133.1,dengue virus type 1
WJZ47006.1,dengue virus type 1
WJZ46938.1,dengue virus type 1
QTX92713.1,dengue virus type 1
XIF04108.1,dengue virus type 1
QHZ01386.1,dengue virus type 1
XQT73471.1,dengue virus type 1
AKL81160.1,dengue virus type 1
ACY70683.1,dengue virus type 1
QTX92535.1,dengue virus type 1
QFS19177.1,dengue virus type 1
XPF60066.1,dengue virus type 1
ADK26434.1,dengue virus type 1
AHG06315.1,dengue virus type 1
BAI23196.1,dengue virus type 1
ABR13878.1,dengue virus type 1
WJZ46990.1,dengue virus type 1
QHF19284.1,dengue virus type 1
XRY74903.1,dengue virus type 1
QHD26388.1,dengue virus type 1
AHG23188.1,dengue virus type 1
ABW82072.1,dengue virus type 1
AQV12348.1,dengue virus type 1
XPF59681.1,dengue virus type 1
WJZ47093.1,dengue virus type 1
XPF59742.1,dengue virus type 1
WYF20654.1,dengue virus type 1
USW91917.1,dengue virus type 1
BBG62299.1,dengue virus type 1
WFP46150.1,dengue virus type 1
WJJ08462.1,dengue virus type 1
AJQ21329.2,dengue virus type 1
ACW82958.1,dengue virus type 1
WJZ47001.1,dengue virus type 1
WVN40511.1,dengue virus type 1
WKC20817.1,dengue virus type 1
AAF82038.1,dengue virus type 1
WHS27000.1,dengue virus type 1
AHG23204.1,dengue virus type 1
AAN06982.1,dengue virus type 1
AAK29447.1,dengue virus type 1
WYF20665.1,dengue virus type 1
ACW82990.1,dengue virus type 1
XLZ96989.1,dengue virus type 1
XLZ96975.1,dengue virus type 1
WKC20807.1,dengue virus type 1
QPD98785.1,dengue virus type 1
XPF59789.1,dengue virus type 1
YBP09177.1,dengue virus type 1
WCZ55169.1,dengue virus type 1
WHS26937.1,dengue virus type 1
AHF45710.1,dengue virus type 1
WVN40455.1,dengue virus type 1
YBQ70459.1,dengue virus type 1
AFY10028.1,dengue virus type 1
WJZ46982.1,dengue virus type 1
ACD13374.1,dengue virus type 1
WVN40467.1,dengue virus type 1
UIZ00648.1,dengue virus type 1
ACO06203.1,dengue virus type 1
YBG70290.1,dengue virus type 1
XPF60090.1,dengue virus type 1
XPF59978.1,dengue virus type 1
UPY82000.1,dengue virus type 1
QMW69357.1,dengue virus type 1
WYF20631.1,dengue virus type 1
WMS77796.1,dengue virus type 1
UAV34196.1,dengue virus type 1
ACJ04239.1,dengue virus type 1
AYP74662.1,dengue virus type 1
WMS77802.1,dengue virus type 1
URK26129.1,dengue virus type 1
XPF60037.1,dengue virus type 1
AQV12340.1,dengue virus type 1
YCB22473.1,dengue virus type 1
WVN40520.1,dengue virus type 1
AQV12283.1,dengue virus type 1
ABG75765.1,dengue virus type 1
ACQ44420.1,dengue virus type 1
AWV55221.1,dengue virus type 1
ACY70723.1,dengue virus type 1
QPZ88403.1,dengue virus type 1
QFS19238.1,dengue virus type 1
XPF59860.1,dengue virus type 1
ACS31927.1,dengue virus type 1
WCZ55279.2,dengue virus type 1
QHF19280.1,dengue virus type 1
UIZ00659.1,dengue virus type 1
ACA48770.1,dengue virus type 1
UPY82063.1,dengue virus type 1
UAV34164.1,dengue virus type 1
XPF59590.1,dengue virus type 1
ACY70711.1,dengue virus type 1
QTX92848.1,dengue virus type 1
AQV12177.1,dengue virus type 1
QEP41638.1,dengue virus type 1
QMW69322.1,dengue virus type 1
XPF59604.1,dengue virus type 1
AQV12167.1,dengue virus type 1
ACA48763.1,dengue virus type 1
QIC53509.1,dengue virus type 1
QMW69334.1,dengue virus type 1
AUZ41774.1,dengue virus type 1
WVH32832.1,dengue virus type 1
WFP46135.1,dengue virus type 1
QTX92502.1,dengue virus type 1
XPF60014.1,dengue virus type 1
UPY82024.1,dengue virus type 1
URK26125.1,dengue virus type 1
WMS77832.1,dengue virus type 1
QRI93543.1,dengue virus type 1
XPF59961.1,dengue virus type 1
QTX92521.1,dengue virus type 1
WJD59975.1,dengue virus type 1
ADU03653.1,dengue virus type 1
AQV12277.1,dengue virus type 1
XHB72406.1,dengue virus type 1
QUU16663.1,dengue virus type 1
WYF20610.1,dengue virus type 1
QNL13556.1,dengue virus type 1
WLD15626.1,dengue virus type 1
QTX92604.1,dengue virus type 1
WYF20663.1,dengue virus type 1
ABO38806.1,dengue virus type 1
QPD98774.1,dengue virus type 1
ACJ04317.1,dengue virus type 1
WKC20812.1,dengue virus type 1
XPF60030.1,dengue virus type 1
QPC96826.1,dengue virus type 1
ACS12902.1,dengue virus type 1
QIC53523.1,dengue virus type 1
XPF60100.1,dengue virus type 1
XPF59666.1,dengue virus type 1
QGQ59495.1,dengue virus type 1
QFS19134.1,dengue virus type 1
XQT73497.1,dengue virus type 1
WVN40299.1,dengue virus type 1
ACW82969.1,dengue virus type 1
AQV12132.1,dengue virus type 1
AQV12322.1,dengue virus type 1
QPD98767.1,dengue virus type 1
AHF45724.1,dengue virus type 1
WGD00802.1,dengue virus type 1
QFS19143.1,dengue virus type 1
WJZ47035.1,dengue virus type 1
QTX92460.1,dengue virus type 1
ACH61741.1,dengue virus type 1
WRW12857.1,dengue virus type 1
WKC20813.1,dengue virus type 1
WYF20578.1,dengue virus type 1
BAP91046.1,dengue virus type 1
XEC79643.1,dengue virus type 1
WCZ55334.2,dengue virus type 1
ACQ44352.1,dengue virus type 1
ACN42674.1,dengue virus type 1
WVN40605.1,dengue virus type 1
YBQ70476.1,dengue virus type 1
ALP06120.1,dengue virus type 1
ACW82959.1,dengue virus type 1
AYP74687.1,dengue virus type 1
XPF60024.1,dengue virus type 1
ACL99111.1,dengue virus type 1
XOE78673.1,dengue virus type 1
WVN40639.1,dengue virus type 1
ACA48705.1,dengue virus type 1
ANJ60728.1,dengue virus type 1
WKC20828.1,dengue virus type 1
QTX92708.1,dengue virus type 1
ANC57581.1,dengue virus type 1
ABW82087.1,dengue virus type 1
XPF60260.1,dengue virus type 1
QIC53533.1,dengue virus type 1
WJZ47282.1,dengue virus type 1
WJJ08457.1,dengue virus type 1
WGD00791.1,dengue virus type 1
ACJ04278.1,dengue virus type 1
WHS26881.1,dengue virus type 1
UBI73848.1,dengue virus type 1
ACS31969.1,dengue virus type 1
WMS77823.1,dengue virus type 1
XPF60323.1,dengue virus type 1
WJZ46889.1,dengue virus type 1
WJZ47221.1,dengue virus type 1
WJZ47161.1,dengue virus type 1
AUZ41761.1,dengue virus type 1
WGF24016.1,dengue virus type 1
AIE17470.1,dengue virus type 1
QTX92878.1,dengue virus type 1
AUZ41771.1,dengue virus type 1
XRY74877.1,dengue virus type 1
ACL99098.1,dengue virus type 1
WHS26899.1,dengue virus type 1
ACL99127.1,dengue virus type 1
ACQ44445.1,dengue virus type 1
WFP46126.1,dengue virus type 1
ACD13364.1,dengue virus type 1
XPF60248.1,dengue virus type 1
QTX92791.1,dengue virus type 1
UAV34181.1,dengue virus type 1
WMM36226.1,dengue virus type 1
WDZ68227.1,dengue virus type 1
QFS19236.1,dengue virus type 1
XPF59719.1,dengue virus type 1
ACW83005.1,dengue virus type 3
WRW12816.1,dengue virus type 1
QTX92756.1,dengue virus type 1
WCZ55319.2,dengue virus type 1
WHS26878.1,dengue virus type 1
XLZ96969.1,dengue virus type 1
QTX92403.1,dengue virus type 1
QTX92847.1,dengue virus type 1
ADA60772.1,dengue virus type 1
XPF59568.1,dengue virus type 1
QHD26435.1,dengue virus type 1
ACY70671.1,dengue virus type 1
XPF59792.1,dengue virus type 1
AQV12143.1,dengue virus type 1
XGJ24175.1,dengue virus type 1
QIC53434.1,dengue virus type 1
AXB26588.1,dengue virus type 1
ARO84716.1,dengue virus type 1
QHR82546.1,dengue virus type 1
ACQ44440.1,dengue virus type 1
WKC20810.1,dengue virus type 1
QTX92717.1,dengue virus type 1
QTX92733.1,dengue virus type 1
XLZ97019.1,dengue virus type 1
WJZ47207.1,dengue virus type 1
ACY70715.1,dengue virus type 1
ACW82978.1,dengue virus type 1
UPY82054.1,dengue virus type 1
QMT58617.1,dengue virus type 1
QIC53478.1,dengue virus type 1
XCI54570.1,dengue virus type 1
WLD15648.1,dengue virus type 1
WCZ55231.2,dengue virus type 1
AKL81156.1,dengue virus type 1
WJZ47158.1,dengue virus type 1
UNZ79624.1,dengue virus type 1
WCZ55292.2,dengue virus type 1
AQV12233.1,dengue virus type 1
YBG70328.1,dengue virus type 1
AQV12286.1,dengue virus type 1
XIF13463.1,dengue virus type 1
WEU54304.1,dengue virus type 1
WJZ46911.1,dengue virus type 1
UIZ00640.1,dengue virus type 1
YBQ70425.1,dengue virus type 1
XLZ96982.1,dengue virus type 1
AUZ41779.1,dengue virus type 1
WCZ55199.1,dengue virus type 1
AHI43689.1,dengue virus type 1
XLX38319.1,dengue virus type 1
ACY70651.1,dengue virus type 1
WVN40539.1,dengue virus type 1
QTX92763.1,dengue virus type 1
AOG15612.1,dengue virus type 1
XLZ97012.1,dengue virus type 1
XLZ97070.1,dengue virus type 1
QXX05302.1,dengue virus type 1
XPF59964.1,dengue virus type 1
QTX92670.1,dengue virus type 1
UNZ79640.1,dengue virus type 1
QTX92423.1,dengue virus type 1
ACS32007.1,dengue virus type 1
WJZ47204.1,dengue virus type 1
WJZ46866.1,dengue virus type 1
WKC20895.1,dengue virus type 1
WJJ08401.1,dengue virus type 1
UDY72399.1,dengue virus type 1
XPF59765.1,dengue virus type 1
UZV49090.1,dengue virus type 1
QTX92418.1,dengue virus type 1
WDZ68194.1,dengue virus type 1
QFS19209.1,dengue virus type 1
AUZ41796.1,dengue virus type 1
ACQ44353.1,dengue virus type 1
ACA49061.1,dengue virus type 1
ACA48834.1,dengue virus type 1
QNH29581.1,dengue virus type 1
WJZ47249.1,dengue virus type 1
AQV12142.1,dengue virus type 1
WKC20833.1,dengue virus type 1
QTX92551.1,dengue virus type 1
XLZ96976.1,dengue virus type 1
AAN60367.2,dengue virus type 1
XPF60207.1,dengue virus type 1
QNL13543.1,dengue virus type 1
YBX60302.1,dengue virus type 1
XPF59636.1,dengue virus type 1
WIA70306.1,dengue virus type 1
WJZ47255.1,dengue virus type 1
ACY70694.1,dengue virus type 1
ANJ60730.1,dengue virus type 1
WJZ47079.1,dengue virus type 1
AKL81182.1,dengue virus type 1
WJZ47304.1,dengue virus type 1
WHS26870.1,dengue virus type 1
XRY74898.1,dengue virus type 1
UEK34807.1,dengue virus type 1
WMS36549.1,dengue virus type 1
WRW12844.1,dengue virus type 1
XPF60005.1,dengue virus type 1
WJJ08364.1,dengue virus type 1
AKL81190.1,dengue virus type 1
WCZ55171.1,dengue virus type 1
WHS04856.1,dengue virus type 1
WHS04840.1,dengue virus type 1
UNZ79677.1,dengue virus type 1
ACQ44461.1,dengue virus type 1
ACL99105.1,dengue virus type 1
WFP46117.1,dengue virus type 1
ABW82107.1,dengue virus type 1
QTX92411.1,dengue virus type 1
XPF59837.1,dengue virus type 1
XTK91202.1,dengue virus type 1
AUZ41768.1,dengue virus type 1
XPF60027.1,dengue virus type 1
YAB37913.1,dengue virus type 1
QNL13546.1,dengue virus type 1
WKC20941.1,dengue virus type 1
XLZ97059.1,dengue virus type 1
QHD26432.1,dengue virus type 1
WJZ46943.1,dengue virus type 1
QNL13519.1,dengue virus type 1
WJZ47196.1,dengue virus type 1
AQV12173.1,dengue virus type 1
WRW12850.1,dengue virus type 1
XPF59770.1,dengue virus type 1
WMJ75686.1,dengue virus type 1
QTX92695.1,dengue virus type 1
ACD13371.1,dengue virus type 1
ABG75762.1,dengue virus type 1
AFD28511.1,dengue virus type 1
QOU99790.1,dengue virus type 1
QUU16659.1,dengue virus type 1
WJZ46910.1,dengue virus type 1
ACQ44422.1,dengue virus type 1
WME20536.1,dengue virus type 1
AHF50488.1,dengue virus type 1
XPF59593.1,dengue virus type 1
WCZ55285.2,dengue virus type 1
XPF59945.1,dengue virus type 1
WYF20635.1,dengue virus type 1
QCZ25003.1,dengue virus type 1
QHF19285.1,dengue virus type 1
AQV12338.1,dengue virus type 1
WJZ47014.1,dengue virus type 1
AQV12198.1,dengue virus type 1
QFS19183.1,dengue virus type 1
UAV34169.1,dengue virus type 1
WDZ68192.1,dengue virus type 1
XLZ97071.1,dengue virus type 1
XPF60267.1,dengue virus type 1
QTX92739.1,dengue virus type 1
QTE20472.1,dengue virus type 1
URK26056.1,dengue virus type 1
XQH47493.1,dengue virus type 1
WCZ55211.2,dengue virus type 1
ACY70646.1,dengue virus type 1
ACL99186.1,dengue virus type 1
WJZ46856.1,dengue virus type 1
XPF60043.1,dengue virus type 1
XPF59826.1,dengue virus type 1
XPF60311.1,dengue virus type 1
QTX92594.1,dengue virus type 1
AQV12294.1,dengue virus type 1
WHS26966.1,dengue virus type 1
AYP74692.1,dengue virus type 1
QHD26426.1,dengue virus type 1
WCZ55188.2,dengue virus type 1
ACD13339.1,dengue virus type 1
XDT57283.1,dengue virus type 1
WJZ47007.1,dengue virus type 1
ACL99080.1,dengue virus type 3
AQV12272.1,dengue virus type 1
XPF60003.1,dengue virus type 1
WVN40377.1,dengue virus type 1
WKC20913.1,dengue virus type 1
UNN65463.1,dengue virus type 1
QFS19150.1,dengue virus type 2
